ID	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_3q_BCL6	chr_11q_BIRC2	chr_1p_CDKN2C	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_1q_MCL1	chr_8q_MYC_amp	chr_8q_MYC_del	chr_4p_NSD2	chr_2q_SP140	chr_1p_TENT5C	chr_3q_TERC	chr_16p_BCMA	chr_22q_XBP1
SCI001	2.0245|0.0035	2.0118|0.0025	1.9488|0.0017	1.9488|0.0017	1.9507|0.0024	1.9497|0.0024	1.0204|0.0021	2.039|0.0028	3.8585|0.0022	1.995|0.0033	2.0607|0.004	1.9867|0.0031	1.939|0.0034	1.9642|0.0028	1.9624|0.0032	2.738|0.0075	2.7178|0.0054	1.0177|0.004	2.0121|0.0027	1.0006|0.0057	1.9848|0.0048	1.9672|0.0035	1.985|0.0031	2.0203|0.0028	2.0208|0.0016	1.9774|0.0014	1.9775|0.0019	2.0334|0.0025	1.9293|0.0062	2.9575|0.0033	3.0099|0.0027	2.5212|0.0026	2.0563|0.0017	2.9296|0.0025	2.9431|0.0028	2.0342|0.0041	2.0271|0.0017	2.0054|0.0018	2.0054|0.0018	1.9774|0.0014	1.9488|0.0017	1.0106|0.0054	2.0663|0.0039	1.0203|0.0035	2.0211|0.0021	2.0132|0.0027	2.0271|0.0017	2.0271|0.0017	1.9902|0.0061	2.0208|0.0016	2.0234|0.0038	1.9774|0.0014	1.995|0.0033	1.985|0.0031
SCI002	2.0198|0.0023	2.0198|0.0023	2.0144|0.0041	2.0162|0.0027	1.9876|0.0023	1.9876|0.0023	2.0099|0.0029	2.003|0.004	2.0203|0.0029	2.0287|0.0072	2.0011|0.0065	2.03|0.0038	2.0275|0.0046	1.9841|0.0031	1.9841|0.0031	2.0133|0.0054	2.0193|0.0042	2.0194|0.0018	2.0194|0.0018	2.0086|0.005	2.0194|0.005	2.025|0.0047	2.0273|0.0043	2.015|0.0028	2.0185|0.0022	2.0203|0.004	2.0191|0.0027	2.0184|0.0039	2.0186|0.0024	2.0133|0.0047	2.0138|0.0024	2.0131|0.0021	2.0131|0.0021	2.0195|0.0032	2.0182|0.0031	2.0074|0.0023	2.0074|0.0023	2.0174|0.0052	2.0248|0.0046	2.0191|0.0027	2.0162|0.0027	2.0194|0.0018	2.0001|0.0054	2.0194|0.0018	2.0184|0.0029	2.0194|0.0018	2.0074|0.0023	2.0074|0.0023	2.0184|0.0039	2.0185|0.0022	2.0194|0.0018	2.0191|0.0027	2.0252|0.0057	2.0273|0.0043
SCI003	2.036|0.0038	2.036|0.0038	1.9994|0.005	2.5511|0.0059	1.9175|0.0084	1.9163|0.0062	0.9301|0.0048	2.0052|0.0059	1.2116|0.0125	2.0263|0.0106	1.9964|0.0092	2.0227|0.0075	2.0135|0.0067	1.9616|0.0051	1.9616|0.0051	3.7042|0.0091	1.9153|0.0101	2.0211|0.005	2.0787|0.0045	2.027|0.0082	2.0181|0.0082	1.9978|0.0078	2.0098|0.0071	2.0141|0.0057	2.0002|0.0039	1.9962|0.0032	1.9962|0.0032	2.0121|0.0042	2.0126|0.0034	2.0112|0.0066	1.9955|0.0039	2.001|0.0035	2.001|0.0035	1.9642|0.0053	1.9801|0.0053	2.006|0.0037	2.006|0.0037	1.9978|0.0107	2.2389|0.005	1.9962|0.0032	2.5511|0.0059	2.0235|0.0042	1.9972|0.0082	2.0235|0.0042	2.0116|0.0048	2.0924|0.0044	2.006|0.0037	2.006|0.0037	2.0126|0.0034	1.9996|0.0037	2.0235|0.0042	1.9962|0.0032	2.0214|0.0092	2.0098|0.0071
SCI004	1.9986|0.0035	1.9866|0.0023	2.8766|0.0021	3.0262|0.0027	1.9826|0.0019	1.9826|0.0019	1.9934|0.0024	2.0109|0.0028	3.9965|0.0032	2.0046|0.0092	2.0864|0.0046	1.95|0.0024	1.95|0.0024	2.0083|0.0028	2.0053|0.0035	2.9621|0.0046	2.9465|0.0039	1.9408|0.0021	1.9508|0.0022	1.9579|0.004	1.9589|0.004	1.9452|0.004	1.9866|0.0036	1.9687|0.0023	1.986|0.0019	2.9583|0.0016	2.9583|0.0016	1.9801|0.0033	1.995|0.0046	2.9292|0.0034	3.0623|0.002	3.0785|0.0036	2.1372|0.0041	2.01|0.0027	2.0079|0.0019	1.985|0.0038	2.0097|0.003	4.125|0.0037	3.2567|0.0073	2.9583|0.0016	2.8766|0.0021	1.9408|0.0021	2.0698|0.0045	1.9408|0.0021	2.0085|0.0024	1.9508|0.0022	2.0147|0.0039	2.0147|0.0039	1.9801|0.0033	1.986|0.0019	1.9408|0.0021	2.9583|0.0016	2.0128|0.0053	1.9866|0.0036
SCI005	2.0062|0.003	2.0006|0.0029	2.0006|0.0032	1.9969|0.0036	1.9636|0.0025	1.9629|0.0017	1.9802|0.0021	1.9906|0.0029	2.0103|0.0021	2.0026|0.0041	1.9912|0.0028	2.0094|0.0036	2.0099|0.0027	1.9531|0.0022	1.9531|0.0022	1.968|0.0043	1.9965|0.0058	2.0077|0.0018	1.9963|0.0019	1.98|0.0035	2.0015|0.0044	2.0002|0.005	1.5769|0.0043	1.9874|0.0012	1.9882|0.0013	1.9896|0.002	1.993|0.003	1.9967|0.0029	1.9995|0.0025	1.9807|0.0029	1.9914|0.0021	1.9967|0.0049	1.9719|0.0025	1.9854|0.0018	1.9896|0.0023	1.9753|0.0033	1.987|0.0022	1.9806|0.0049	2.0212|0.0022	1.9945|0.002	1.9913|0.0024	2.0077|0.0017	1.9912|0.0028	2.0077|0.0017	1.9951|0.0021	1.9962|0.0019	1.9839|0.0017	1.9839|0.0017	1.9937|0.0028	1.9874|0.0012	2.0077|0.0017	1.9945|0.002	2.0018|0.0034	1.5616|0.0035
SCI006	2.0214|0.0044	2.0015|0.003	2.0047|0.0024	2.0047|0.0024	1.9692|0.0025	1.9692|0.0025	2.0061|0.0031	2.0281|0.0046	2.021|0.0031	2.0114|0.0036	2.0061|0.0055	2.0217|0.007	2.0146|0.0063	1.963|0.0033	1.963|0.0033	2.0058|0.006	2.0166|0.0061	2.0119|0.0021	2.0125|0.0021	2.0086|0.0034	2.0086|0.0034	2.0187|0.0077	2.0201|0.0064	1.9964|0.003	2.0037|0.0025	2.0071|0.0021	2.0089|0.0025	2.0052|0.0025	2.0044|0.0022	2.008|0.0022	2.008|0.0022	2.0085|0.0039	1.9991|0.0025	2.009|0.0025	2.0118|0.0034	2.0154|0.0057	1.9981|0.0024	1.9941|0.0084	2.01|0.006	2.0071|0.0021	2.0047|0.0024	2.0121|0.0019	2.0114|0.0036	2.0121|0.0019	2.0086|0.0032	2.0121|0.0019	1.9981|0.0024	1.9981|0.0024	2.0044|0.0022	2.0028|0.0024	2.0121|0.0019	2.0071|0.0021	2.0114|0.0036	2.0185|0.0053
SCI007	2.0101|0.0054	2.0091|0.0038	2.9131|0.0051	2.9154|0.0028	2.0342|0.0025	2.0342|0.0025	1.982|0.0031	2.0093|0.0043	2.992|0.0055	2.8103|0.0069	2.7775|0.006	3.0967|0.0032	3.0967|0.0032	3.137|0.0076	3.0993|0.0038	3.1681|0.0061	2.1039|0.0055	2.1028|0.008	2.9893|0.0043	1.9759|0.0054	2.0313|0.0048	1.9736|0.0052	2.0808|0.0095	1.9859|0.0032	1.9855|0.0021	2.9542|0.0043	2.9384|0.0029	2.987|0.0065	2.9888|0.0032	2.9837|0.0022	2.9837|0.0022	3.011|0.0044	3.0507|0.0033	3.0033|0.0038	3.0144|0.005	1.9827|0.0025	1.9827|0.0025	2.9539|0.0064	3.0021|0.0049	2.9384|0.0029	2.9154|0.0028	1.995|0.0028	2.7637|0.0053	1.995|0.0028	2.0063|0.0032	3.0162|0.0066	1.9827|0.0025	1.9827|0.0025	3.0949|0.0091	1.9855|0.0021	1.995|0.0028	2.9384|0.0029	2.8111|0.0057	2.0512|0.0054
SCI009	2.0064|0.0084	1.989|0.0039	2.0342|0.0032	2.0342|0.0032	1.9649|0.0035	1.9653|0.0033	0.9023|0.0068	2.0149|0.0045	2.0151|0.0049	2.0124|0.0133	0.902|0.0065	1.9872|0.0111	1.9988|0.0098	2.0173|0.0094	2.0237|0.0049	2.008|0.0104	1.9943|0.0067	1.9542|0.0093	2.041|0.0054	1.9969|0.0048	1.9969|0.0048	2.0184|0.0065	1.8892|0.0106	2.0225|0.0024	2.0225|0.0024	2.0211|0.0027	2.0211|0.0027	2.0042|0.004	2.0091|0.0027	2.011|0.0062	2.0199|0.0029	2.0234|0.0078	0.9899|0.01	2.0343|0.0055	2.0258|0.0038	2.0224|0.0059	2.0173|0.0032	2.0809|0.0048	3.0927|0.0064	2.0211|0.0027	2.0342|0.0032	0.9316|0.0389	0.902|0.0065	2.0079|0.0064	1.9977|0.004	2.0407|0.0038	2.0173|0.0032	2.0173|0.0032	1.9381|0.0201	2.0225|0.0024	2.0079|0.0064	2.0211|0.0027	2.7813|0.0207	1.9705|0.008
SCI010	2.018|0.0031	2.0204|0.0026	2.7725|0.0018	2.7725|0.0018	1.8466|0.0018	1.8466|0.0018	2.0137|0.0022	2.0309|0.0031	3.6335|0.0037	1.9651|0.0086	1.7203|0.0049	1.9694|0.0024	2.1022|0.0056	2.9691|0.0024	2.9691|0.0024	2.8345|0.0055	3.5831|0.005	2.0058|0.0018	2.0932|0.002	2.2804|0.0033	1.7205|0.005	1.9762|0.0036	1.131|0.0068	2.0102|0.0013	2.0102|0.0013	1.9667|0.0023	1.9698|0.002	2.0255|0.0016	2.0255|0.0016	2.9144|0.003	3.0167|0.0024	2.0334|0.0016	2.0334|0.0016	2.9582|0.0032	2.9571|0.0031	1.1319|0.0069	2.3529|0.0033	2.9733|0.0033	2.9968|0.0067	1.97|0.0019	2.7725|0.0018	2.0058|0.0018	1.0238|0.0072	2.0058|0.0018	2.0267|0.0022	2.0932|0.002	2.3531|0.0025	2.3531|0.0025	2.0255|0.0016	2.0102|0.0013	2.0058|0.0018	1.97|0.0019	2.0474|0.0055	1.1256|0.0069
SCI011	2.0195|0.0036	2.0147|0.0024	2.0087|0.002	2.0087|0.002	2.0044|0.002	2.0044|0.002	2.0194|0.0023	2.01|0.0024	2.0082|0.0026	1.9993|0.0065	2.0111|0.0049	1.9944|0.0057	1.9941|0.0067	3.0335|0.0058	3.0354|0.003	2.9585|0.0046	2.9737|0.0041	2.0058|0.0021	2.0071|0.0016	2.0119|0.0029	2.0119|0.0029	2.0183|0.0039	1.9979|0.004	2.016|0.0025	2.0119|0.0026	2.0123|0.0016	2.0123|0.0016	2.0143|0.0016	2.0143|0.0016	2.0093|0.0017	2.0093|0.0017	2.0088|0.0045	2.0085|0.002	3.0098|0.0018	3.0098|0.0018	2.027|0.0044	2.0136|0.002	3.0197|0.0022	3.017|0.0027	2.0123|0.0016	2.0087|0.002	2.0071|0.0016	2.0103|0.0046	2.0071|0.0016	2.01|0.0024	2.0071|0.0016	2.0136|0.002	2.0136|0.002	2.0143|0.0016	2.0085|0.003	2.0071|0.0016	2.0123|0.0016	2.0035|0.0059	1.9979|0.004
SCI012	2.0005|0.0069	1.9908|0.0049	2.8747|0.0064	2.8823|0.0042	1.9598|0.0038	1.9598|0.0038	2.0035|0.0048	1.9963|0.0056	2.968|0.0049	2.0184|0.0094	2.0924|0.0065	1.9752|0.0048	1.9752|0.0048	2.0057|0.0051	2.0057|0.0051	2.9902|0.0092	2.9943|0.0103	1.9726|0.0029	1.9726|0.0029	1.9705|0.0082	1.9899|0.0082	1.9581|0.0105	1.9913|0.0103	1.9901|0.0046	1.9984|0.0037	2.9559|0.0032	2.9559|0.0032	2.4397|0.0065	2.4535|0.004	2.9484|0.0066	3.0207|0.0039	2.0101|0.0035	2.0101|0.0035	1.9427|0.0036	1.9427|0.0036	1.997|0.0039	2.0118|0.0059	2.9702|0.01	2.9841|0.005	2.9559|0.0032	2.8823|0.0042	1.9726|0.0029	2.0924|0.0065	1.9726|0.0029	2.0002|0.0048	1.9726|0.0029	1.997|0.0039	1.997|0.0039	2.4397|0.0065	1.9984|0.0037	1.9726|0.0029	2.9559|0.0032	2.0222|0.0076	1.9956|0.0078
SCI013	2.0114|0.0039	1.9968|0.0026	1.9638|0.004	2.9724|0.0044	1.9577|0.0022	1.9577|0.0022	2.0259|0.0027	3.0604|0.0037	2.9834|0.0028	2.0219|0.006	1.8728|0.0036	3.0103|0.0028	3.0103|0.0028	3.0136|0.0032	3.0269|0.0041	2.8908|0.0032	2.8908|0.0032	2.0179|0.0028	2.4233|0.0025	2.0302|0.0046	2.0339|0.0041	4.0086|0.0044	1.9186|0.0084	1.9965|0.0044	2.0027|0.0021	2.0272|0.0018	2.0272|0.0018	3.0634|0.0049	3.0469|0.0023	3.0116|0.0038	3.0339|0.0022	1.9891|0.003	1.9949|0.002	2.9576|0.0033	2.9698|0.0032	2.0125|0.0021	2.0125|0.0021	4.0306|0.0041	4.0469|0.0029	2.0272|0.0018	2.9704|0.004	2.0203|0.0023	1.8728|0.0036	2.0203|0.0023	3.0573|0.0032	2.4233|0.0025	2.0125|0.0021	2.0125|0.0021	3.0678|0.0041	2.0027|0.0021	1.425|0.0784	2.0272|0.0018	2.0292|0.0053	1.4146|0.0974
SCI014	2.0021|0.0031	2.0005|0.0027	2.8352|0.0017	2.8352|0.0017	1.9356|0.0017	1.9356|0.0017	1.0115|0.0021	2.0159|0.0037	3.8185|0.0028	2.0729|0.0026	2.0729|0.0026	1.9745|0.0021	1.9745|0.0021	1.9786|0.0023	1.9786|0.0023	2.824|0.0045	2.8069|0.0066	1.9795|0.0013	1.9795|0.0013	1.0213|0.0037	1.0203|0.0032	2.0059|0.0034	1.9975|0.0044	2.0013|0.0013	2.0013|0.0013	2.0476|0.0014	2.0469|0.0017	2.0033|0.0029	2.0218|0.0018	2.8826|0.0029	2.9555|0.0017	2.0081|0.0028	2.0351|0.0017	1.9619|0.0016	1.9619|0.0016	2.0143|0.0016	2.0143|0.0016	2.9179|0.0043	2.8987|0.0058	2.0476|0.0014	2.8352|0.0017	1.9795|0.0013	2.0729|0.0026	1.9795|0.0013	2.0257|0.0025	1.9795|0.0013	2.0143|0.0016	2.0143|0.0016	2.0032|0.0029	2.0013|0.0013	1.9795|0.0013	2.0476|0.0014	2.0089|0.0042	1.989|0.0036
SCI015	2.0222|0.0057	1.9889|0.005	1.982|0.0032	1.982|0.0032	1.9527|0.0032	1.9527|0.0032	1.2342|0.0039	2.0156|0.0051	1.9995|0.004	2.009|0.004	2.009|0.004	2.0029|0.004	2.0029|0.004	1.9573|0.0042	1.9573|0.0042	2.0178|0.0055	2.0199|0.0075	2.0038|0.0052	2.5318|0.0073	2.0035|0.0044	2.0035|0.0044	2.0891|0.0116	1.9386|0.0059	1.9862|0.0038	1.9951|0.0031	1.9867|0.0045	1.9876|0.0035	2.0225|0.0076	2.0157|0.0033	2.0083|0.0064	1.9936|0.0032	1.9972|0.0029	1.9972|0.0029	2.003|0.003	2.003|0.003	1.9994|0.0031	2.0028|0.0037	1.9707|0.0059	2.0084|0.0042	1.9892|0.0029	1.982|0.0032	1.9915|0.0036	2.009|0.004	1.9915|0.0036	2.0118|0.004	2.5376|0.0037	1.9994|0.0031	1.9994|0.0031	2.0554|0.0116	1.9951|0.0031	1.9915|0.0036	1.9892|0.0029	2.009|0.004	1.9386|0.0059
SCI016	2.0906|0.0019	2.0906|0.0019	3.7248|0.002	3.7156|0.0026	2.0511|0.0019	2.0511|0.0019	2.0353|0.0023	2.1124|0.0023	3.8797|0.0031	2.1417|0.0024	2.1417|0.0024	2.2728|0.0044	2.9743|0.0046	2.1879|0.0025	2.1879|0.0025	3.6976|0.0033	3.6826|0.0044	2.1559|0.0014	2.1559|0.0014	2.023|0.0026	2.023|0.0026	2.0756|0.0037	1.9748|0.0076	2.2661|0.0032	2.2971|0.0018	2.9672|0.0024	2.9978|0.0021	2.3648|0.0032	2.4177|0.0019	3.193|0.0017	3.193|0.0017	1.9925|0.0033	1.4049|0.0022	3.2471|0.0018	3.2471|0.0018	1.3611|0.0035	2.1695|0.003	4.0185|0.0035	3.3588|0.0053	2.9978|0.0021	3.7248|0.002	2.1559|0.0014	2.1417|0.0024	2.1559|0.0014	2.1124|0.0023	2.1559|0.0014	2.1726|0.0031	2.1726|0.0031	2.3564|0.0034	2.2971|0.0018	2.1559|0.0014	2.9978|0.0021	2.1417|0.0024	1.993|0.0063
SCI017	2.0267|0.0018	2.0267|0.0018	1.9831|0.0026	1.997|0.0027	1.9989|0.0025	1.994|0.0029	1.0211|0.0056	2.0085|0.0029	2.0009|0.0023	2.0185|0.0036	1.9922|0.0052	2.0373|0.0065	2.0204|0.006	2.0132|0.0024	2.0132|0.0024	1.9759|0.0054	1.9605|0.0057	2.0241|0.0019	2.0626|0.0021	2.0198|0.0025	2.0198|0.0025	2.0252|0.0037	2.0057|0.0052	2.0313|0.0029	2.0304|0.0018	2.0099|0.0015	2.0099|0.0015	2.039|0.0016	2.039|0.0016	2.0202|0.0036	2.0237|0.0027	2.0145|0.0016	2.0145|0.0016	2.027|0.0025	2.027|0.0025	2.0293|0.0018	2.0293|0.0018	2.0318|0.0047	2.059|0.0284	2.0099|0.0015	1.9972|0.0025	2.0241|0.0019	2.0055|0.0042	2.0241|0.0019	2.0024|0.0023	2.0626|0.0021	2.0293|0.0018	2.0293|0.0018	2.039|0.0016	2.0304|0.0018	2.0241|0.0019	2.0099|0.0015	2.0185|0.0036	2.0095|0.0037
CSL193	2.018|0.0034	2.018|0.0034	2.014|0.0034	2.014|0.0034	1.9763|0.0062	1.9707|0.005	1.0295|0.0043	1.026|0.0064	1.9982|0.0053	2.0346|0.0051	2.0533|0.0077	2.0209|0.0059	2.0189|0.0067	1.9948|0.0046	1.9948|0.0046	1.9444|0.0079	1.938|0.0064	2.0663|0.0039	2.1328|0.0165	1.7177|0.0074	1.9969|0.0064	2.009|0.0069	1.976|0.0108	2.0244|0.0059	2.0165|0.0035	1.9914|0.0059	1.9941|0.0045	1.9954|0.0058	2.0156|0.0036	1.9962|0.0064	2.0031|0.0032	2.0186|0.0033	2.0187|0.0031	2.0084|0.0034	2.0043|0.005	1.8843|0.0034	1.8843|0.0034	2.0537|0.0082	2.1333|0.0356	1.9938|0.004	2.014|0.0034	2.0694|0.0028	2.0346|0.0051	2.0694|0.0028	1.026|0.0064	2.0694|0.0028	1.8843|0.0034	1.8843|0.0034	1.9952|0.0058	2.0149|0.0033	2.0694|0.0028	1.9938|0.004	2.0346|0.0051	2.0005|0.007
SCI018	1.997|0.0035	1.9952|0.0023	1.9927|0.0019	1.9927|0.0019	1.9929|0.0019	1.9929|0.0019	1.6636|0.0055	2.0057|0.0032	2.0109|0.0036	2.0015|0.0037	2.0044|0.0032	2.0161|0.0065	2.004|0.0041	1.9975|0.0026	1.9975|0.0026	1.9856|0.0029	1.9857|0.004	1.9992|0.0021	1.9985|0.0025	1.9993|0.0035	1.9943|0.0044	2.0058|0.0045	1.9967|0.0049	2.0033|0.0031	2.0007|0.0019	1.9942|0.0032	1.9959|0.0022	1.9992|0.0017	1.9992|0.0017	1.9997|0.0022	1.9967|0.0017	2.0014|0.0026	2.0007|0.0026	2.0022|0.0018	2.0022|0.0018	1.9977|0.002	1.9978|0.0027	2.0124|0.0052	2.008|0.0072	1.9959|0.0022	1.9927|0.0019	1.9996|0.002	2.0044|0.0032	1.9996|0.002	2.0026|0.0024	2.0008|0.0022	2.2121|0.0238	2.2121|0.0238	1.9992|0.0017	2.0007|0.0019	1.9996|0.002	1.9959|0.0022	2.0015|0.0037	1.9983|0.0041
SCI019	1.994|0.0053	1.9965|0.0058	2.8826|0.0053	2.8826|0.0053	1.9992|0.0109	2.0061|0.0061	1.6552|0.0066	2.0105|0.0073	2.9274|0.0068	2.0076|0.0222	2.095|0.0089	2.8251|0.0091	2.7975|0.0095	2.0546|0.0071	2.0546|0.0071	2.9851|0.0081	2.9851|0.0081	1.9554|0.0075	1.9412|0.0061	1.9594|0.0111	1.949|0.0109	3.043|0.0106	1.9445|0.0136	2.0062|0.0096	2.025|0.0065	2.9494|0.0044	2.9494|0.0044	1.9858|0.0089	2.0037|0.0056	2.9661|0.0093	3.0584|0.0054	1.9647|0.006	2.0339|0.0085	3.01|0.0053	3.0136|0.0069	2.6879|0.0052	2.6879|0.0052	3.0133|0.0057	3.0133|0.0057	2.9494|0.0044	2.8826|0.0053	1.9465|0.0059	2.095|0.0089	1.9465|0.0059	2.0128|0.0066	1.941|0.0061	2.6879|0.0052	2.6879|0.0052	1.9855|0.009	2.0268|0.0055	1.9465|0.0059	2.9494|0.0044	2.0209|0.0151	1.9315|0.0113
SCI020	2.0158|0.0016	2.0158|0.0016	1.9841|0.0023	1.9787|0.0026	1.963|0.0017	1.963|0.0017	1.0151|0.0029	2.0175|0.0029	1.9817|0.0032	2.0502|0.0058	2.0428|0.0028	2.047|0.0032	2.0399|0.0037	1.9648|0.0022	1.9648|0.0022	1.9739|0.0029	1.9697|0.0052	2.0558|0.0046	2.0153|0.0013	2.0235|0.0023	2.0235|0.0023	2.0089|0.005	1.0335|0.0053	2.0257|0.0025	2.0131|0.0016	1.9864|0.002	1.9861|0.0021	2.0142|0.0015	2.0142|0.0015	1.9978|0.0015	1.9978|0.0015	2.0173|0.0015	2.0173|0.0015	2.0144|0.0016	2.0144|0.0016	2.0099|0.0016	2.0099|0.0016	1.9947|0.0056	2.0952|0.0138	1.9851|0.0019	1.9723|0.0023	2.0153|0.0013	2.0428|0.0028	2.0153|0.0013	2.0245|0.0021	2.0153|0.0013	2.0099|0.0016	2.0099|0.0016	2.0142|0.0015	2.0131|0.0016	2.0153|0.0013	1.9851|0.0019	2.0484|0.004	1.025|0.0066
SCI021	2.0077|0.0046	2.0077|0.0046	2.747|0.007	2.6288|0.0061	1.9036|0.0046	1.9036|0.0046	1.2228|0.0057	2.0222|0.0086	3.0609|0.0058	2.0255|0.0131	2.0794|0.0082	1.9759|0.0088	1.9517|0.0088	2.7645|0.0061	2.7645|0.0061	2.5946|0.0067	2.5946|0.0067	2.0026|0.0042	2.787|0.0066	1.983|0.0095	1.9706|0.0103	2.7236|0.0091	1.9322|0.0085	2.0199|0.0055	2.0066|0.0044	2.2868|0.0055	2.2917|0.0053	2.0355|0.0077	2.0558|0.0048	2.7509|0.008	2.7536|0.0047	1.8484|0.0041	1.8484|0.0041	1.9608|0.0043	1.9608|0.0043	2.0088|0.0045	2.0087|0.0051	3.1112|0.0049	3.1112|0.0049	2.2917|0.0053	2.6168|0.006	2.0026|0.0042	2.0803|0.0077	2.0026|0.0042	2.0218|0.0057	2.0026|0.0042	2.0088|0.0045	2.0088|0.0045	2.0352|0.0077	2.0066|0.0044	2.0026|0.0042	2.2917|0.0053	2.0211|0.0097	1.9322|0.0085
SCI023	2.0131|0.0057	2.0247|0.0053	1.9855|0.0038	1.9788|0.0037	2.0047|0.0027	2.0047|0.0027	1.641|0.0045	2.0203|0.0061	1.9924|0.0059	1.6315|0.0112	1.5637|0.0045	2.0222|0.0052	2.0239|0.007	1.8532|0.0118	2.0263|0.0037	1.9846|0.0068	1.9583|0.0074	2.0193|0.002	2.0193|0.002	1.8804|0.0057	2.0114|0.005	2.1764|0.0055	1.7965|0.0113	2.0084|0.0034	2.0143|0.0026	1.9899|0.0044	1.997|0.0035	1.9944|0.0055	2.0129|0.0039	2.0006|0.0031	2.0009|0.0033	2.0184|0.0024	2.0184|0.0024	2.0067|0.0025	2.0067|0.0025	2.0168|0.0027	2.0144|0.0026	2.1176|0.005	2.5754|0.011	1.9947|0.0031	1.9774|0.0037	2.0193|0.002	1.5637|0.0045	2.0193|0.002	2.0127|0.0038	2.0193|0.002	2.0144|0.0026	2.0144|0.0026	2.0145|0.0149	2.0143|0.0026	2.0193|0.002	1.9947|0.0031	2.035|0.0077	1.7941|0.0105
SCI025	2.0014|0.0019	2.0014|0.0019	1.992|0.0019	1.992|0.0019	1.9845|0.0019	1.9845|0.0019	1.9993|0.0024	2.0086|0.003	1.9853|0.0032	2.0107|0.0044	2.0117|0.0028	2.015|0.0024	2.015|0.0024	1.9913|0.0025	1.9913|0.0025	1.9819|0.0028	1.9819|0.0028	1.9998|0.0015	1.9998|0.0015	2.006|0.0026	2.006|0.0026	1.9982|0.0038	1.9942|0.0053	1.9969|0.0031	1.9995|0.0018	1.9939|0.0016	1.9939|0.0016	1.9968|0.0017	1.9968|0.0017	1.9964|0.0017	1.9964|0.0017	1.998|0.0017	1.998|0.0017	2.0021|0.0019	2.0019|0.0025	1.9988|0.0018	1.9988|0.0018	2.0046|0.0045	2.0131|0.0077	1.9939|0.0016	1.992|0.0019	1.9998|0.0015	2.0117|0.0028	1.9998|0.0015	2.0051|0.0024	1.9998|0.0015	1.9988|0.0018	1.9988|0.0018	1.9968|0.0017	1.9995|0.0018	1.9998|0.0015	1.9939|0.0016	2.0102|0.0046	1.9994|0.0039
SCI027	2.0041|0.0051	2.0046|0.0044	2.7552|0.0035	2.7579|0.0042	1.919|0.0029	1.919|0.0029	1.9416|0.0035	2.0085|0.0042	2.9262|0.0036	2.0435|0.0042	2.1021|0.0099	3.042|0.0049	3.0175|0.0051	2.8034|0.0041	2.8019|0.0052	2.8362|0.0049	2.8397|0.0066	1.9936|0.004	1.9786|0.0032	1.9806|0.004	1.9806|0.004	1.9667|0.0058	2.0051|0.0053	1.9961|0.0048	2.0077|0.0027	2.9514|0.0047	2.9508|0.0033	2.0125|0.0039	2.0276|0.0034	2.935|0.0049	3.0303|0.0029	2.0573|0.0026	2.0573|0.0026	2.9782|0.0027	2.9782|0.0027	2.0012|0.0057	2.0201|0.0029	2.9784|0.0034	2.9829|0.0041	2.9508|0.0033	2.7602|0.0048	1.9889|0.0032	2.0435|0.0042	1.9889|0.0032	2.0172|0.0035	1.9786|0.0032	2.0201|0.0029	2.0201|0.0029	2.0125|0.0039	2.0077|0.0027	1.9889|0.0032	2.9508|0.0033	2.0435|0.0042	2.0051|0.0053
SCI028	1.9894|0.0088	1.9815|0.0058	1.9861|0.0048	1.9861|0.0048	1.9546|0.0049	1.9546|0.0049	1.9579|0.006	2.0066|0.0075	2.0053|0.0061	1.992|0.0149	1.9729|0.0102	1.9989|0.0114	1.9953|0.0108	1.929|0.0066	1.9278|0.0079	1.9777|0.0071	1.9777|0.0071	2.0227|0.0037	2.0227|0.0037	1.9683|0.0104	1.9894|0.0091	1.9814|0.0099	1.9934|0.009	2.004|0.0077	1.9924|0.0049	1.9934|0.004	1.9935|0.0042	1.9787|0.0081	2.0006|0.0051	1.9976|0.0043	1.9976|0.0043	1.9886|0.0064	1.9829|0.0061	2.004|0.0046	2.004|0.0046	1.983|0.0047	1.983|0.0047	1.9816|0.0125	1.9783|0.0064	1.9934|0.004	1.9861|0.0048	2.0227|0.0037	1.9694|0.0092	2.0227|0.0037	1.9864|0.0061	2.0227|0.0037	1.983|0.0047	1.983|0.0047	1.9784|0.0082	1.9911|0.0047	2.0227|0.0037	1.9934|0.004	1.9985|0.0137	1.9934|0.009
